drugbank_id,name,smiles_canonical,image_path
DB00851,Dacarbazine,CN(C)/N=N/c1[nH]cnc1C(N)=O,drug_embeddings_by_freq\drug_images\DB00851.png
DB00853,Temozolomide,Cn1nnc2c(C(N)=O)ncn2c1=O,drug_embeddings_by_freq\drug_images\DB00853.png
DB00857,Terbinafine,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,drug_embeddings_by_freq\drug_images\DB00857.png
DB00859,Penicillamine,CC(C)(S)[C@@H](N)C(=O)O,drug_embeddings_by_freq\drug_images\DB00859.png
DB00862,Vardenafil,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,drug_embeddings_by_freq\drug_images\DB00862.png
DB00864,Tacrolimus,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,drug_embeddings_by_freq\drug_images\DB00864.png
DB00871,Terbutaline,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,drug_embeddings_by_freq\drug_images\DB00871.png
DB00872,Conivaptan,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2,drug_embeddings_by_freq\drug_images\DB00872.png
DB00876,Eprosartan,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,drug_embeddings_by_freq\drug_images\DB00876.png
DB00877,Sirolimus,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,drug_embeddings_by_freq\drug_images\DB00877.png
DB00879,Emtricitabine,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,drug_embeddings_by_freq\drug_images\DB00879.png
DB00881,Quinapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,drug_embeddings_by_freq\drug_images\DB00881.png
DB00882,Clomifene,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,drug_embeddings_by_freq\drug_images\DB00882.png
DB00887,Bumetanide,CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,drug_embeddings_by_freq\drug_images\DB00887.png
DB00889,Granisetron,CN1[C@@H]2CCC[C@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2,drug_embeddings_by_freq\drug_images\DB00889.png
DB00897,Triazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,drug_embeddings_by_freq\drug_images\DB00897.png
DB00899,Remifentanil,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,drug_embeddings_by_freq\drug_images\DB00899.png
DB00900,Didanosine,O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1,drug_embeddings_by_freq\drug_images\DB00900.png
DB00904,Ondansetron,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,drug_embeddings_by_freq\drug_images\DB00904.png
DB00905,Bimatoprost,CCNC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,drug_embeddings_by_freq\drug_images\DB00905.png
DB00906,Tiagabine,Cc1ccsc1C(=CCCN1CCC[C@@H](C(=O)O)C1)c1sccc1C,drug_embeddings_by_freq\drug_images\DB00906.png
DB00908,Quinidine,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,drug_embeddings_by_freq\drug_images\DB00908.png
DB00909,Zonisamide,NS(=O)(=O)Cc1noc2ccccc12,drug_embeddings_by_freq\drug_images\DB00909.png
DB00910,Paricalcitol,C[C@H](/C=C/[C@H](C)C(C)(C)O)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@]12C,drug_embeddings_by_freq\drug_images\DB00910.png
DB00911,Tinidazole,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,drug_embeddings_by_freq\drug_images\DB00911.png
DB00912,Repaglinide,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,drug_embeddings_by_freq\drug_images\DB00912.png
DB00915,Amantadine,NC12CC3CC(CC(C3)C1)C2,drug_embeddings_by_freq\drug_images\DB00915.png
DB00916,Metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,drug_embeddings_by_freq\drug_images\DB00916.png
DB00918,Almotriptan,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,drug_embeddings_by_freq\drug_images\DB00918.png
DB00921,Buprenorphine,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,drug_embeddings_by_freq\drug_images\DB00921.png
DB00922,Levosimendan,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,drug_embeddings_by_freq\drug_images\DB00922.png
DB00924,Cyclobenzaprine,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,drug_embeddings_by_freq\drug_images\DB00924.png
DB00927,Famotidine,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,drug_embeddings_by_freq\drug_images\DB00927.png
DB00928,Azacitidine,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,drug_embeddings_by_freq\drug_images\DB00928.png
DB00929,Misoprostol,CCCCC(C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC,drug_embeddings_by_freq\drug_images\DB00929.png
DB00932,Tipranavir,CCC[C@@]1(CCc2ccccc2)CC(O)=C([C@H](CC)c2cccc(NS(=O)(=O)c3ccc(C(F)(F)F)cn3)c2)C(=O)O1,drug_embeddings_by_freq\drug_images\DB00932.png
DB00934,Maprotiline,CNCCCC12CCC(c3ccccc31)c1ccccc12,drug_embeddings_by_freq\drug_images\DB00934.png
DB00938,Salmeterol,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,drug_embeddings_by_freq\drug_images\DB00938.png
DB00947,Fulvestrant,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,drug_embeddings_by_freq\drug_images\DB00947.png
DB00949,Felbamate,NC(=O)OCC(COC(N)=O)c1ccccc1,drug_embeddings_by_freq\drug_images\DB00949.png
DB00950,Fexofenadine,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,drug_embeddings_by_freq\drug_images\DB00950.png
DB00952,Naratriptan,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,drug_embeddings_by_freq\drug_images\DB00952.png
DB00953,Rizatriptan,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,drug_embeddings_by_freq\drug_images\DB00953.png
DB00956,Hydrocodone,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,drug_embeddings_by_freq\drug_images\DB00956.png
DB00958,Carboplatin,N->[Pt]1(<-N)OC(=O)C2(CCC2)C(=O)O1,drug_embeddings_by_freq\drug_images\DB00958.png
DB00960,Pindolol,CC(C)NCC(O)COc1cccc2[nH]ccc12,drug_embeddings_by_freq\drug_images\DB00960.png
DB00962,Zaleplon,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,drug_embeddings_by_freq\drug_images\DB00962.png
DB00964,Apraclonidine,Nc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,drug_embeddings_by_freq\drug_images\DB00964.png
DB00966,Telmisartan,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,drug_embeddings_by_freq\drug_images\DB00966.png
DB00967,Desloratadine,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,drug_embeddings_by_freq\drug_images\DB00967.png
DB00969,Alosetron,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,drug_embeddings_by_freq\drug_images\DB00969.png
DB00972,Azelastine,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,drug_embeddings_by_freq\drug_images\DB00972.png
DB00973,Ezetimibe,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,drug_embeddings_by_freq\drug_images\DB00973.png
DB00975,Dipyridamole,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,drug_embeddings_by_freq\drug_images\DB00975.png
DB00976,Telithromycin,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,drug_embeddings_by_freq\drug_images\DB00976.png
DB00978,Lomefloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21,drug_embeddings_by_freq\drug_images\DB00978.png
DB00980,Ramelteon,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,drug_embeddings_by_freq\drug_images\DB00980.png
DB00982,Isotretinoin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,drug_embeddings_by_freq\drug_images\DB00982.png
DB00983,Formoterol,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,drug_embeddings_by_freq\drug_images\DB00983.png
DB00987,Cytarabine,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,drug_embeddings_by_freq\drug_images\DB00987.png
DB00989,Rivastigmine,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,drug_embeddings_by_freq\drug_images\DB00989.png
DB00990,Exemestane,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,drug_embeddings_by_freq\drug_images\DB00990.png
DB00993,Azathioprine,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,drug_embeddings_by_freq\drug_images\DB00993.png
DB00995,Auranofin,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,drug_embeddings_by_freq\drug_images\DB00995.png
DB00996,Gabapentin,NCC1(CC(=O)O)CCCCC1,drug_embeddings_by_freq\drug_images\DB00996.png
DB00997,Doxorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,drug_embeddings_by_freq\drug_images\DB00997.png
DB00998,Frovatriptan,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,drug_embeddings_by_freq\drug_images\DB00998.png
DB00999,Hydrochlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,drug_embeddings_by_freq\drug_images\DB00999.png
DB01002,Levobupivacaine,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,drug_embeddings_by_freq\drug_images\DB01002.png
DB01004,Ganciclovir,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,drug_embeddings_by_freq\drug_images\DB01004.png
DB01006,Letrozole,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,drug_embeddings_by_freq\drug_images\DB01006.png
DB01008,Busulfan,CS(=O)(=O)OCCCCOS(C)(=O)=O,drug_embeddings_by_freq\drug_images\DB01008.png
DB01011,Metyrapone,CC(C)(C(=O)c1cccnc1)c1cccnc1,drug_embeddings_by_freq\drug_images\DB01011.png
DB01012,Cinacalcet,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12,drug_embeddings_by_freq\drug_images\DB01012.png
DB01014,Balsalazide,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,drug_embeddings_by_freq\drug_images\DB01014.png
DB01017,Minocycline,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,drug_embeddings_by_freq\drug_images\DB01017.png
DB01018,Guanfacine,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,drug_embeddings_by_freq\drug_images\DB01018.png
DB01025,Amlexanox,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,drug_embeddings_by_freq\drug_images\DB01025.png
DB01029,Irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,drug_embeddings_by_freq\drug_images\DB01029.png
DB01030,Topotecan,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,drug_embeddings_by_freq\drug_images\DB01030.png
DB01036,Tolterodine,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,drug_embeddings_by_freq\drug_images\DB01036.png
DB01037,Selegiline,C#CCN(C)[C@H](C)Cc1ccccc1,drug_embeddings_by_freq\drug_images\DB01037.png
DB01039,Fenofibrate,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,drug_embeddings_by_freq\drug_images\DB01039.png
DB01041,Thalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,drug_embeddings_by_freq\drug_images\DB01041.png
DB01042,Melphalan,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,drug_embeddings_by_freq\drug_images\DB01042.png
DB01043,Memantine,CC12CC3CC(C)(C1)CC(N)(C3)C2,drug_embeddings_by_freq\drug_images\DB01043.png
DB01044,Gatifloxacin,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,drug_embeddings_by_freq\drug_images\DB01044.png
DB01046,Lubiprostone,CCCCC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1,drug_embeddings_by_freq\drug_images\DB01046.png
DB01047,Fluocinonide,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,drug_embeddings_by_freq\drug_images\DB01047.png
DB01048,Abacavir,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,drug_embeddings_by_freq\drug_images\DB01048.png
DB01050,Ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,drug_embeddings_by_freq\drug_images\DB01050.png
DB01059,Norfloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,drug_embeddings_by_freq\drug_images\DB01059.png
DB01060,Amoxicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,drug_embeddings_by_freq\drug_images\DB01060.png
DB01062,Oxybutynin,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,drug_embeddings_by_freq\drug_images\DB01062.png
DB01067,Glipizide,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,drug_embeddings_by_freq\drug_images\DB01067.png
DB01068,Clonazepam,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,drug_embeddings_by_freq\drug_images\DB01068.png
DB01072,Atazanavir,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,drug_embeddings_by_freq\drug_images\DB01072.png
DB01073,Fludarabine,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,drug_embeddings_by_freq\drug_images\DB01073.png
DB01076,Atorvastatin,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,drug_embeddings_by_freq\drug_images\DB01076.png
DB01079,Tegaserod,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,drug_embeddings_by_freq\drug_images\DB01079.png
DB01080,Vigabatrin,C=CC(N)CCC(=O)O,drug_embeddings_by_freq\drug_images\DB01080.png
DB01082,Streptomycin,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(=N)N)[C@@H](O)[C@@H]3NC(=N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,drug_embeddings_by_freq\drug_images\DB01082.png
DB01083,Orlistat,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,drug_embeddings_by_freq\drug_images\DB01083.png
DB01085,Pilocarpine,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,drug_embeddings_by_freq\drug_images\DB01085.png
DB01088,Iloprost,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,drug_embeddings_by_freq\drug_images\DB01088.png
DB01095,Fluvastatin,CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,drug_embeddings_by_freq\drug_images\DB01095.png
DB01097,Leflunomide,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,drug_embeddings_by_freq\drug_images\DB01097.png
DB01098,Rosuvastatin,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,drug_embeddings_by_freq\drug_images\DB01098.png
DB01100,Pimozide,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,drug_embeddings_by_freq\drug_images\DB01100.png
DB01101,Capecitabine,CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F,drug_embeddings_by_freq\drug_images\DB01101.png
DB01104,Sertraline,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,drug_embeddings_by_freq\drug_images\DB01104.png
DB01110,Miconazole,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,drug_embeddings_by_freq\drug_images\DB01110.png
DB01115,Nifedipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],drug_embeddings_by_freq\drug_images\DB01115.png
DB01117,Atovaquone,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,drug_embeddings_by_freq\drug_images\DB01117.png
DB01118,Amiodarone,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,drug_embeddings_by_freq\drug_images\DB01118.png
DB01120,Gliclazide,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@H]3C2)cc1,drug_embeddings_by_freq\drug_images\DB01120.png
DB01128,Bicalutamide,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,drug_embeddings_by_freq\drug_images\DB01128.png
DB01129,Rabeprazole,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,drug_embeddings_by_freq\drug_images\DB01129.png
DB01132,Pioglitazone,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,drug_embeddings_by_freq\drug_images\DB01132.png
DB01136,Carvedilol,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,drug_embeddings_by_freq\drug_images\DB01136.png
DB01137,Levofloxacin,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,drug_embeddings_by_freq\drug_images\DB01137.png
DB01141,Micafungin,CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1,drug_embeddings_by_freq\drug_images\DB01141.png
DB01142,Doxepin,CN(C)CCC=C1c2ccccc2COc2ccccc21,drug_embeddings_by_freq\drug_images\DB01142.png
DB01149,Nefazodone,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,drug_embeddings_by_freq\drug_images\DB01149.png
DB01150,Cefprozil,CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,drug_embeddings_by_freq\drug_images\DB01150.png
DB01155,Gemifloxacin,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,drug_embeddings_by_freq\drug_images\DB01155.png
DB01156,Bupropion,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,drug_embeddings_by_freq\drug_images\DB01156.png
DB01157,Trimetrexate,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,drug_embeddings_by_freq\drug_images\DB01157.png
DB01162,Terazosin,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,drug_embeddings_by_freq\drug_images\DB01162.png
DB01165,Ofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,drug_embeddings_by_freq\drug_images\DB01165.png
DB01166,Cilostazol,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,drug_embeddings_by_freq\drug_images\DB01166.png
DB01167,Itraconazole,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,drug_embeddings_by_freq\drug_images\DB01167.png
DB01175,Escitalopram,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,drug_embeddings_by_freq\drug_images\DB01175.png
DB01177,Idarubicin,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,drug_embeddings_by_freq\drug_images\DB01177.png
DB01180,Rescinnamine,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)C=Cc2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,drug_embeddings_by_freq\drug_images\DB01180.png
DB01181,Ifosfamide,O=P1(NCCCl)OCCCN1CCCl,drug_embeddings_by_freq\drug_images\DB01181.png
DB01182,Propafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,drug_embeddings_by_freq\drug_images\DB01182.png
DB01186,Pergolide,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,drug_embeddings_by_freq\drug_images\DB01186.png
DB01188,Ciclopirox,Cc1cc(C2CCCCC2)n(O)c(=O)c1,drug_embeddings_by_freq\drug_images\DB01188.png
DB01189,Desflurane,FC(F)OC(F)C(F)(F)F,drug_embeddings_by_freq\drug_images\DB01189.png
DB01190,Clindamycin,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,drug_embeddings_by_freq\drug_images\DB01190.png
DB01193,Acebutolol,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,drug_embeddings_by_freq\drug_images\DB01193.png
DB01194,Brinzolamide,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,drug_embeddings_by_freq\drug_images\DB01194.png
DB01195,Flecainide,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,drug_embeddings_by_freq\drug_images\DB01195.png
DB01196,Estramustine,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,drug_embeddings_by_freq\drug_images\DB01196.png
DB01200,Bromocriptine,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,drug_embeddings_by_freq\drug_images\DB01200.png
DB01202,Levetiracetam,CC[C@@H](C(N)=O)N1CCCC1=O,drug_embeddings_by_freq\drug_images\DB01202.png
DB01203,Nadolol,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,drug_embeddings_by_freq\drug_images\DB01203.png
DB01204,Mitoxantrone,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,drug_embeddings_by_freq\drug_images\DB01204.png
DB01208,Sparfloxacin,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,drug_embeddings_by_freq\drug_images\DB01208.png
DB01211,Clarithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,drug_embeddings_by_freq\drug_images\DB01211.png
DB01212,Ceftriaxone,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(=O)c(=O)[nH]n3C)CS[C@H]12)c1csc(N)n1,drug_embeddings_by_freq\drug_images\DB01212.png
DB01215,Estazolam,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,drug_embeddings_by_freq\drug_images\DB01215.png
DB01216,Finasteride,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,drug_embeddings_by_freq\drug_images\DB01216.png
DB01217,Anastrozole,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,drug_embeddings_by_freq\drug_images\DB01217.png
