drugbank_id,name,smiles_canonical,image_path
DB00485,Dicloxacillin,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,drug_embeddings_by_freq\drug_images\DB00485.png
DB00486,Nabilone,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21,drug_embeddings_by_freq\drug_images\DB00486.png
DB00489,Sotalol,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,drug_embeddings_by_freq\drug_images\DB00489.png
DB00490,Buspirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,drug_embeddings_by_freq\drug_images\DB00490.png
DB00492,Fosinopril,CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,drug_embeddings_by_freq\drug_images\DB00492.png
DB00494,Entacapone,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1,drug_embeddings_by_freq\drug_images\DB00494.png
DB00495,Zidovudine,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,drug_embeddings_by_freq\drug_images\DB00495.png
DB00496,Darifenacin,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,drug_embeddings_by_freq\drug_images\DB00496.png
DB00497,Oxycodone,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,drug_embeddings_by_freq\drug_images\DB00497.png
DB00499,Flutamide,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,drug_embeddings_by_freq\drug_images\DB00499.png
DB00501,Cimetidine,CN/C(=N/C#N)NCCSCc1nc[nH]c1C,drug_embeddings_by_freq\drug_images\DB00501.png
DB00502,Haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,drug_embeddings_by_freq\drug_images\DB00502.png
DB00503,Ritonavir,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,drug_embeddings_by_freq\drug_images\DB00503.png
DB00507,Nitazoxanide,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,drug_embeddings_by_freq\drug_images\DB00507.png
DB00512,Vancomycin,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,drug_embeddings_by_freq\drug_images\DB00512.png
DB00514,Dextromethorphan,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,drug_embeddings_by_freq\drug_images\DB00514.png
DB00518,Albendazole,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,drug_embeddings_by_freq\drug_images\DB00518.png
DB00519,Trandolapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21,drug_embeddings_by_freq\drug_images\DB00519.png
DB00520,Caspofungin,CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,drug_embeddings_by_freq\drug_images\DB00520.png
DB00523,Alitretinoin,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,drug_embeddings_by_freq\drug_images\DB00523.png
DB00524,Metolazone,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,drug_embeddings_by_freq\drug_images\DB00524.png
DB00526,Oxaliplatin,O=C1O[Pt]2(<-N[C@@H]3CCCC[C@H]3N->2)OC1=O,drug_embeddings_by_freq\drug_images\DB00526.png
DB00528,Lercanidipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1,drug_embeddings_by_freq\drug_images\DB00528.png
DB00529,Foscarnet,O=C(O)P(=O)(O)O,drug_embeddings_by_freq\drug_images\DB00529.png
DB00530,Erlotinib,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,drug_embeddings_by_freq\drug_images\DB00530.png
DB00531,Cyclophosphamide,O=P1(N(CCCl)CCCl)NCCCO1,drug_embeddings_by_freq\drug_images\DB00531.png
DB00533,Rofecoxib,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,drug_embeddings_by_freq\drug_images\DB00533.png
DB00537,Ciprofloxacin,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,drug_embeddings_by_freq\drug_images\DB00537.png
DB00538,Gadoversetamide,COCCNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-].[Gd+3],drug_embeddings_by_freq\drug_images\DB00538.png
DB00539,Toremifene,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,drug_embeddings_by_freq\drug_images\DB00539.png
DB00541,Vincristine,CC[C@]1(O)C[C@@H]2C[N@@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,drug_embeddings_by_freq\drug_images\DB00541.png
DB00542,Benazepril,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O,drug_embeddings_by_freq\drug_images\DB00542.png
DB00544,Fluorouracil,O=c1[nH]cc(F)c(=O)[nH]1,drug_embeddings_by_freq\drug_images\DB00544.png
DB00545,Pyridostigmine,CN(C)C(=O)Oc1ccc[n+](C)c1,drug_embeddings_by_freq\drug_images\DB00545.png
DB00549,Zafirlukast,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,drug_embeddings_by_freq\drug_images\DB00549.png
DB00552,Pentostatin,OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)C[C@@H]1O,drug_embeddings_by_freq\drug_images\DB00552.png
DB00554,Piroxicam,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,drug_embeddings_by_freq\drug_images\DB00554.png
DB00555,Lamotrigine,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,drug_embeddings_by_freq\drug_images\DB00555.png
DB00558,Zanamivir,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N=C(N)N,drug_embeddings_by_freq\drug_images\DB00558.png
DB00559,Bosentan,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,drug_embeddings_by_freq\drug_images\DB00559.png
DB00560,Tigecycline,CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,drug_embeddings_by_freq\drug_images\DB00560.png
DB00563,Methotrexate,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,drug_embeddings_by_freq\drug_images\DB00563.png
DB00564,Carbamazepine,NC(=O)N1c2ccccc2C=Cc2ccccc21,drug_embeddings_by_freq\drug_images\DB00564.png
DB00565,Cisatracurium,COc1ccc(C[C@@H]2c3cc(OC)c(OC)cc3CC[N@+]2(C)CCC(=O)OCCCCCOC(=O)CC[N@@+]2(C)CCc3cc(OC)c(OC)cc3[C@H]2Cc2ccc(OC)c(OC)c2)cc1OC,drug_embeddings_by_freq\drug_images\DB00565.png
DB00569,Fondaparinux,CO[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)O)[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H](O)[C@H]1NS(=O)(=O)O,drug_embeddings_by_freq\drug_images\DB00569.png
DB00571,Propranolol,CC(C)NCC(O)COc1cccc2ccccc12,drug_embeddings_by_freq\drug_images\DB00571.png
DB00575,Clonidine,Clc1cccc(Cl)c1NC1=NCCN1,drug_embeddings_by_freq\drug_images\DB00575.png
DB00577,Valaciclovir,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,drug_embeddings_by_freq\drug_images\DB00577.png
DB00580,Valdecoxib,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,drug_embeddings_by_freq\drug_images\DB00580.png
DB00582,Voriconazole,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,drug_embeddings_by_freq\drug_images\DB00582.png
DB00583,Levocarnitine,C[N+](C)(C)C[C@H](O)CC(=O)[O-],drug_embeddings_by_freq\drug_images\DB00583.png
DB00584,Enalapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,drug_embeddings_by_freq\drug_images\DB00584.png
DB00585,Nizatidine,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,drug_embeddings_by_freq\drug_images\DB00585.png
DB00586,Diclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,drug_embeddings_by_freq\drug_images\DB00586.png
DB00590,Doxazosin,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,drug_embeddings_by_freq\drug_images\DB00590.png
DB00594,Amiloride,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,drug_embeddings_by_freq\drug_images\DB00594.png
DB00597,Gadoteridol,CC(O)CN1CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC1.[Gd+3],drug_embeddings_by_freq\drug_images\DB00597.png
DB00598,Labetalol,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,drug_embeddings_by_freq\drug_images\DB00598.png
DB00601,Linezolid,CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,drug_embeddings_by_freq\drug_images\DB00601.png
DB00602,Ivermectin,CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(CC[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@]54O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O,drug_embeddings_by_freq\drug_images\DB00602.png
DB00611,Butorphanol,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,drug_embeddings_by_freq\drug_images\DB00611.png
DB00612,Bisoprolol,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,drug_embeddings_by_freq\drug_images\DB00612.png
DB00615,Rifabutin,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,drug_embeddings_by_freq\drug_images\DB00615.png
DB00619,Imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,drug_embeddings_by_freq\drug_images\DB00619.png
DB00620,Triamcinolone,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,drug_embeddings_by_freq\drug_images\DB00620.png
DB00624,Testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,drug_embeddings_by_freq\drug_images\DB00624.png
DB00625,Efavirenz,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,drug_embeddings_by_freq\drug_images\DB00625.png
DB00631,Clofarabine,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,drug_embeddings_by_freq\drug_images\DB00631.png
DB00633,Dexmedetomidine,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,drug_embeddings_by_freq\drug_images\DB00633.png
DB00640,Adenosine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,drug_embeddings_by_freq\drug_images\DB00640.png
DB00641,Simvastatin,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,drug_embeddings_by_freq\drug_images\DB00641.png
DB00642,Pemetrexed,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,drug_embeddings_by_freq\drug_images\DB00642.png
DB00649,Stavudine,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,drug_embeddings_by_freq\drug_images\DB00649.png
DB00654,Latanoprost,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,drug_embeddings_by_freq\drug_images\DB00654.png
DB00655,Estrone,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,drug_embeddings_by_freq\drug_images\DB00655.png
DB00656,Trazodone,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,drug_embeddings_by_freq\drug_images\DB00656.png
DB00658,Sevelamer,C=CCN.ClCC1CO1,drug_embeddings_by_freq\drug_images\DB00658.png
DB00659,Acamprosate,CC(=O)NCCCS(=O)(=O)O,drug_embeddings_by_freq\drug_images\DB00659.png
DB00661,Verapamil,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,drug_embeddings_by_freq\drug_images\DB00661.png
DB00665,Nilutamide,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,drug_embeddings_by_freq\drug_images\DB00665.png
DB00666,Nafarelin,CC(C)C[C@H](NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,drug_embeddings_by_freq\drug_images\DB00666.png
DB00669,Sumatriptan,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,drug_embeddings_by_freq\drug_images\DB00669.png
DB00671,Cefixime,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,drug_embeddings_by_freq\drug_images\DB00671.png
DB00673,Aprepitant,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,drug_embeddings_by_freq\drug_images\DB00673.png
DB00674,Galantamine,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,drug_embeddings_by_freq\drug_images\DB00674.png
DB00675,Tamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,drug_embeddings_by_freq\drug_images\DB00675.png
DB00678,Losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,drug_embeddings_by_freq\drug_images\DB00678.png
DB00683,Midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,drug_embeddings_by_freq\drug_images\DB00683.png
DB00684,Tobramycin,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,drug_embeddings_by_freq\drug_images\DB00684.png
DB00685,Trovafloxacin,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,drug_embeddings_by_freq\drug_images\DB00685.png
DB00691,Moexipril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,drug_embeddings_by_freq\drug_images\DB00691.png
DB00692,Phentolamine,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,drug_embeddings_by_freq\drug_images\DB00692.png
DB00693,Fluorescein,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,drug_embeddings_by_freq\drug_images\DB00693.png
DB00694,Daunorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,drug_embeddings_by_freq\drug_images\DB00694.png
DB00695,Furosemide,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,drug_embeddings_by_freq\drug_images\DB00695.png
DB00697,Tizanidine,Clc1ccc2nsnc2c1NC1=NCCN1,drug_embeddings_by_freq\drug_images\DB00697.png
DB00700,Eplerenone,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13,drug_embeddings_by_freq\drug_images\DB00700.png
DB00701,Amprenavir,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,drug_embeddings_by_freq\drug_images\DB00701.png
DB00704,Naltrexone,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,drug_embeddings_by_freq\drug_images\DB00704.png
DB00705,Delavirdine,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,drug_embeddings_by_freq\drug_images\DB00705.png
DB00706,Tamsulosin,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,drug_embeddings_by_freq\drug_images\DB00706.png
DB00708,Sufentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,drug_embeddings_by_freq\drug_images\DB00708.png
DB00709,Lamivudine,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,drug_embeddings_by_freq\drug_images\DB00709.png
DB00714,Apomorphine,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,drug_embeddings_by_freq\drug_images\DB00714.png
DB00715,Paroxetine,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,drug_embeddings_by_freq\drug_images\DB00715.png
DB00722,Lisinopril,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,drug_embeddings_by_freq\drug_images\DB00722.png
DB00724,Imiquimod,CC(C)Cn1cnc2c(N)nc3ccccc3c21,drug_embeddings_by_freq\drug_images\DB00724.png
DB00731,Nateglinide,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,drug_embeddings_by_freq\drug_images\DB00731.png
DB00734,Risperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,drug_embeddings_by_freq\drug_images\DB00734.png
DB00735,Naftifine,CN(CC=Cc1ccccc1)Cc1cccc2ccccc12,drug_embeddings_by_freq\drug_images\DB00735.png
DB00736,Esomeprazole,COc1ccc2[nH]c([S@@](=O)Cc3ncc(C)c(OC)c3C)nc2c1,drug_embeddings_by_freq\drug_images\DB00736.png
DB00740,Riluzole,Nc1nc2ccc(OC(F)(F)F)cc2s1,drug_embeddings_by_freq\drug_images\DB00740.png
DB00741,Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,drug_embeddings_by_freq\drug_images\DB00741.png
DB00742,Mannitol,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,drug_embeddings_by_freq\drug_images\DB00742.png
DB00745,Modafinil,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,drug_embeddings_by_freq\drug_images\DB00745.png
DB00746,Deferoxamine,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,drug_embeddings_by_freq\drug_images\DB00746.png
DB00755,Tretinoin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,drug_embeddings_by_freq\drug_images\DB00755.png
DB00757,Dolasetron,O=C(O[C@@H]1C[C@@H]2C[C@H]3C[C@H](C1)N2CC3=O)c1c[nH]c2ccccc12,drug_embeddings_by_freq\drug_images\DB00757.png
DB00758,Clopidogrel,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,drug_embeddings_by_freq\drug_images\DB00758.png
DB00760,Meropenem,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,drug_embeddings_by_freq\drug_images\DB00760.png
DB00762,Irinotecan,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,drug_embeddings_by_freq\drug_images\DB00762.png
DB00764,Mometasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CCl,drug_embeddings_by_freq\drug_images\DB00764.png
DB00768,Olopatadine,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,drug_embeddings_by_freq\drug_images\DB00768.png
DB00770,Alprostadil,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,drug_embeddings_by_freq\drug_images\DB00770.png
DB00773,Etoposide,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,drug_embeddings_by_freq\drug_images\DB00773.png
DB00775,Tirofiban,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,drug_embeddings_by_freq\drug_images\DB00775.png
DB00776,Oxcarbazepine,NC(=O)N1c2ccccc2CC(=O)c2ccccc21,drug_embeddings_by_freq\drug_images\DB00776.png
DB00783,Estradiol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,drug_embeddings_by_freq\drug_images\DB00783.png
DB00788,Naproxen,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,drug_embeddings_by_freq\drug_images\DB00788.png
DB00790,Perindopril,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,drug_embeddings_by_freq\drug_images\DB00790.png
DB00795,Sulfasalazine,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,drug_embeddings_by_freq\drug_images\DB00795.png
DB00799,Tazarotene,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,drug_embeddings_by_freq\drug_images\DB00799.png
DB00802,Alfentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,drug_embeddings_by_freq\drug_images\DB00802.png
DB00806,Pentoxifylline,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,drug_embeddings_by_freq\drug_images\DB00806.png
DB00808,Indapamide,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,drug_embeddings_by_freq\drug_images\DB00808.png
DB00811,Ribavirin,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,drug_embeddings_by_freq\drug_images\DB00811.png
DB00813,Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,drug_embeddings_by_freq\drug_images\DB00813.png
DB00814,Meloxicam,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,drug_embeddings_by_freq\drug_images\DB00814.png
DB00816,Orciprenaline,CC(C)NCC(O)c1cc(O)cc(O)c1,drug_embeddings_by_freq\drug_images\DB00816.png
DB00820,Tadalafil,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,drug_embeddings_by_freq\drug_images\DB00820.png
DB00828,Fosfomycin,C[C@@H]1O[C@@H]1P(=O)(O)O,drug_embeddings_by_freq\drug_images\DB00828.png
DB00829,Diazepam,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,drug_embeddings_by_freq\drug_images\DB00829.png
DB00833,Cefaclor,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,drug_embeddings_by_freq\drug_images\DB00833.png
DB00834,Mifepristone,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,drug_embeddings_by_freq\drug_images\DB00834.png
DB00843,Donepezil,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,drug_embeddings_by_freq\drug_images\DB00843.png
